document_id,ticker,company,form_type,filing_date,source,characters,chunks,source_url
finder_b0597a7c,b0597a7c,b0597a7c,benchmark-evidence,,benchmark-evidence,2263,1,
finder_afee55e1,afee55e1,afee55e1,benchmark-evidence,,benchmark-evidence,2348,1,
finder_f0222474,f0222474,f0222474,benchmark-evidence,,benchmark-evidence,1365,1,
finder_383d8d29,383d8d29,383d8d29,benchmark-evidence,,benchmark-evidence,1569,1,
finder_7b84589a,7b84589a,7b84589a,benchmark-evidence,,benchmark-evidence,8366,4,
finder_44063ab3,44063ab3,44063ab3,benchmark-evidence,,benchmark-evidence,264,1,
finder_dcce3753,dcce3753,dcce3753,benchmark-evidence,,benchmark-evidence,5683,3,
finder_bba13757,bba13757,bba13757,benchmark-evidence,,benchmark-evidence,591,1,
finder_642d3af4,642d3af4,642d3af4,benchmark-evidence,,benchmark-evidence,4888,3,
finder_2e41c631,2e41c631,2e41c631,benchmark-evidence,,benchmark-evidence,950,1,
finder_3eec923a,3eec923a,3eec923a,benchmark-evidence,,benchmark-evidence,3875,2,
finder_97db0965,97db0965,97db0965,benchmark-evidence,,benchmark-evidence,587,1,
finder_2dc19798,2dc19798,2dc19798,benchmark-evidence,,benchmark-evidence,3113,2,
finder_1a41c75c,1a41c75c,1a41c75c,benchmark-evidence,,benchmark-evidence,1514,1,
finder_3df10d10,3df10d10,3df10d10,benchmark-evidence,,benchmark-evidence,506,1,
finder_815e1721,815e1721,815e1721,benchmark-evidence,,benchmark-evidence,969,1,
finder_0b9424ce,0b9424ce,0b9424ce,benchmark-evidence,,benchmark-evidence,1259,1,
finder_b4307940,b4307940,b4307940,benchmark-evidence,,benchmark-evidence,2551,2,
finder_bed1e3ed,bed1e3ed,bed1e3ed,benchmark-evidence,,benchmark-evidence,2403,2,
finder_3d6bdf2d,3d6bdf2d,3d6bdf2d,benchmark-evidence,,benchmark-evidence,1045,1,
finder_6982fbb9,6982fbb9,6982fbb9,benchmark-evidence,,benchmark-evidence,6213,3,
finder_aff2b681,aff2b681,aff2b681,benchmark-evidence,,benchmark-evidence,2603,2,
finder_9d9fa48b,9d9fa48b,9d9fa48b,benchmark-evidence,,benchmark-evidence,3418,2,
finder_ffe3e85a,ffe3e85a,ffe3e85a,benchmark-evidence,,benchmark-evidence,11746,6,
finder_aea9d9e5,aea9d9e5,aea9d9e5,benchmark-evidence,,benchmark-evidence,6328,3,
finder_b13b4f10,b13b4f10,b13b4f10,benchmark-evidence,,benchmark-evidence,13845,7,
finder_3e30891e,3e30891e,3e30891e,benchmark-evidence,,benchmark-evidence,2623,2,
finder_609b8dde,609b8dde,609b8dde,benchmark-evidence,,benchmark-evidence,1011,1,
finder_d4f5374a,d4f5374a,d4f5374a,benchmark-evidence,,benchmark-evidence,4268,3,
finder_e3d61d7c,e3d61d7c,e3d61d7c,benchmark-evidence,,benchmark-evidence,1736,1,
finder_edfa81d5,edfa81d5,edfa81d5,benchmark-evidence,,benchmark-evidence,1171,1,
finder_f5605c0d,f5605c0d,f5605c0d,benchmark-evidence,,benchmark-evidence,1729,1,
finder_8cd7147a,8cd7147a,8cd7147a,benchmark-evidence,,benchmark-evidence,2568,2,
finder_330d4b13,330d4b13,330d4b13,benchmark-evidence,,benchmark-evidence,6594,3,
finder_17530670,17530670,17530670,benchmark-evidence,,benchmark-evidence,3005,2,
finder_abba843d,abba843d,abba843d,benchmark-evidence,,benchmark-evidence,9371,5,
finder_f5d6f332,f5d6f332,f5d6f332,benchmark-evidence,,benchmark-evidence,537,1,
finder_ed285df6,ed285df6,ed285df6,benchmark-evidence,,benchmark-evidence,13975,7,
finder_d22db642,d22db642,d22db642,benchmark-evidence,,benchmark-evidence,6218,3,
finder_14c48d3a,14c48d3a,14c48d3a,benchmark-evidence,,benchmark-evidence,1171,1,
finder_104978b2,104978b2,104978b2,benchmark-evidence,,benchmark-evidence,1535,1,
finder_5d33a070,5d33a070,5d33a070,benchmark-evidence,,benchmark-evidence,13975,7,
finder_c7a8b6b6,c7a8b6b6,c7a8b6b6,benchmark-evidence,,benchmark-evidence,548,1,
finder_729472bf,729472bf,729472bf,benchmark-evidence,,benchmark-evidence,1485,1,
finder_fe09543a,fe09543a,fe09543a,benchmark-evidence,,benchmark-evidence,690,1,
finder_3418c600,3418c600,3418c600,benchmark-evidence,,benchmark-evidence,6036,3,
finder_530979cf,530979cf,530979cf,benchmark-evidence,,benchmark-evidence,1866,1,
finder_df883f40,df883f40,df883f40,benchmark-evidence,,benchmark-evidence,7743,4,
finder_290d3db6,290d3db6,290d3db6,benchmark-evidence,,benchmark-evidence,3332,2,
finder_7a265fc1,7a265fc1,7a265fc1,benchmark-evidence,,benchmark-evidence,999,1,
finder_480be4de,480be4de,480be4de,benchmark-evidence,,benchmark-evidence,545,1,
finder_5e0cd8a9,5e0cd8a9,5e0cd8a9,benchmark-evidence,,benchmark-evidence,2261,1,
finder_2abdded8,2abdded8,2abdded8,benchmark-evidence,,benchmark-evidence,2636,2,
finder_1e11e17f,1e11e17f,1e11e17f,benchmark-evidence,,benchmark-evidence,3979,2,
finder_43cb4472,43cb4472,43cb4472,benchmark-evidence,,benchmark-evidence,4536,3,
finder_af9f9651,af9f9651,af9f9651,benchmark-evidence,,benchmark-evidence,2472,1,
finder_b1e807e6,b1e807e6,b1e807e6,benchmark-evidence,,benchmark-evidence,3391,2,
finder_92c0e909,92c0e909,92c0e909,benchmark-evidence,,benchmark-evidence,1115,1,
finder_4ee4f7f9,4ee4f7f9,4ee4f7f9,benchmark-evidence,,benchmark-evidence,10531,6,
finder_dd482c37,dd482c37,dd482c37,benchmark-evidence,,benchmark-evidence,2015,1,
finder_a5e44b3c,a5e44b3c,a5e44b3c,benchmark-evidence,,benchmark-evidence,643,1,
finder_7b37746f,7b37746f,7b37746f,benchmark-evidence,,benchmark-evidence,8844,4,
finder_336658a4,336658a4,336658a4,benchmark-evidence,,benchmark-evidence,1492,1,
finder_f04742d4,f04742d4,f04742d4,benchmark-evidence,,benchmark-evidence,849,1,
finder_10097787,10097787,10097787,benchmark-evidence,,benchmark-evidence,11309,6,
finder_f5ae5eff,f5ae5eff,f5ae5eff,benchmark-evidence,,benchmark-evidence,5547,3,
finder_e381b49e,e381b49e,e381b49e,benchmark-evidence,,benchmark-evidence,2591,2,
finder_0608f52b,0608f52b,0608f52b,benchmark-evidence,,benchmark-evidence,1495,1,
finder_4fdd986b,4fdd986b,4fdd986b,benchmark-evidence,,benchmark-evidence,2853,2,
finder_0c69c45d,0c69c45d,0c69c45d,benchmark-evidence,,benchmark-evidence,541,1,
finder_12c8d070,12c8d070,12c8d070,benchmark-evidence,,benchmark-evidence,1592,1,
finder_0ce096b5,0ce096b5,0ce096b5,benchmark-evidence,,benchmark-evidence,866,1,
finder_140f0658,140f0658,140f0658,benchmark-evidence,,benchmark-evidence,2676,2,
finder_5b41b242,5b41b242,5b41b242,benchmark-evidence,,benchmark-evidence,1374,1,
finder_ef2ab0fc,ef2ab0fc,ef2ab0fc,benchmark-evidence,,benchmark-evidence,2125,1,
finder_d43e22a3,d43e22a3,d43e22a3,benchmark-evidence,,benchmark-evidence,6607,3,
finder_7129c382,7129c382,7129c382,benchmark-evidence,,benchmark-evidence,1972,1,
finder_84b00642,84b00642,84b00642,benchmark-evidence,,benchmark-evidence,2442,2,
finder_204a3119,204a3119,204a3119,benchmark-evidence,,benchmark-evidence,497,1,
finder_6700e183,6700e183,6700e183,benchmark-evidence,,benchmark-evidence,4007,2,
finder_681cc37b,681cc37b,681cc37b,benchmark-evidence,,benchmark-evidence,2479,2,
finder_302ba15c,302ba15c,302ba15c,benchmark-evidence,,benchmark-evidence,1834,1,
finder_e4661352,e4661352,e4661352,benchmark-evidence,,benchmark-evidence,3693,2,
finder_eb8289a7,eb8289a7,eb8289a7,benchmark-evidence,,benchmark-evidence,2357,1,
finder_fafe5a2e,fafe5a2e,fafe5a2e,benchmark-evidence,,benchmark-evidence,1547,1,
finder_a3c3f192,a3c3f192,a3c3f192,benchmark-evidence,,benchmark-evidence,176,1,
finder_9f9bea49,9f9bea49,9f9bea49,benchmark-evidence,,benchmark-evidence,1888,1,
finder_aa44510f,aa44510f,aa44510f,benchmark-evidence,,benchmark-evidence,837,1,
finder_241306ce,241306ce,241306ce,benchmark-evidence,,benchmark-evidence,8441,4,
finder_cece243c,cece243c,cece243c,benchmark-evidence,,benchmark-evidence,491,1,
finder_531e08d6,531e08d6,531e08d6,benchmark-evidence,,benchmark-evidence,810,1,
finder_bf8b90e2,bf8b90e2,bf8b90e2,benchmark-evidence,,benchmark-evidence,1259,1,
finder_e198f0ea,e198f0ea,e198f0ea,benchmark-evidence,,benchmark-evidence,3510,2,
finder_500b76e4,500b76e4,500b76e4,benchmark-evidence,,benchmark-evidence,3502,2,
finder_7ba62cef,7ba62cef,7ba62cef,benchmark-evidence,,benchmark-evidence,1784,1,
finder_3874598c,3874598c,3874598c,benchmark-evidence,,benchmark-evidence,374,1,
finder_3e7ac883,3e7ac883,3e7ac883,benchmark-evidence,,benchmark-evidence,2011,1,
finder_cb79a5d0,cb79a5d0,cb79a5d0,benchmark-evidence,,benchmark-evidence,1372,1,
finder_752bc94a,752bc94a,752bc94a,benchmark-evidence,,benchmark-evidence,676,1,
finder_8493de92,8493de92,8493de92,benchmark-evidence,,benchmark-evidence,6871,4,
finder_1b0fa6b2,1b0fa6b2,1b0fa6b2,benchmark-evidence,,benchmark-evidence,762,1,
finder_f4f53a88,f4f53a88,f4f53a88,benchmark-evidence,,benchmark-evidence,5926,3,
finder_65156632,65156632,65156632,benchmark-evidence,,benchmark-evidence,1816,1,
finder_0b050b73,0b050b73,0b050b73,benchmark-evidence,,benchmark-evidence,817,1,
finder_c83d64d6,c83d64d6,c83d64d6,benchmark-evidence,,benchmark-evidence,3475,2,
finder_89f03c19,89f03c19,89f03c19,benchmark-evidence,,benchmark-evidence,1147,1,
finder_57b7708b,57b7708b,57b7708b,benchmark-evidence,,benchmark-evidence,2267,1,
finder_46e16c28,46e16c28,46e16c28,benchmark-evidence,,benchmark-evidence,529,1,
finder_d1479bf5,d1479bf5,d1479bf5,benchmark-evidence,,benchmark-evidence,3319,2,
finder_d98508e5,d98508e5,d98508e5,benchmark-evidence,,benchmark-evidence,1673,1,
finder_35574ce3,35574ce3,35574ce3,benchmark-evidence,,benchmark-evidence,3026,2,
finder_2accb5f6,2accb5f6,2accb5f6,benchmark-evidence,,benchmark-evidence,1512,1,
finder_b035aeed,b035aeed,b035aeed,benchmark-evidence,,benchmark-evidence,4035,2,
finder_0bf707c3,0bf707c3,0bf707c3,benchmark-evidence,,benchmark-evidence,3837,2,
finder_d8b8d76c,d8b8d76c,d8b8d76c,benchmark-evidence,,benchmark-evidence,5552,3,
finder_81011f39,81011f39,81011f39,benchmark-evidence,,benchmark-evidence,2194,1,
finder_6f14e95d,6f14e95d,6f14e95d,benchmark-evidence,,benchmark-evidence,11570,6,
finder_8d2c69f0,8d2c69f0,8d2c69f0,benchmark-evidence,,benchmark-evidence,2907,2,
finder_a2ca02f5,a2ca02f5,a2ca02f5,benchmark-evidence,,benchmark-evidence,12048,6,
finder_e5087f13,e5087f13,e5087f13,benchmark-evidence,,benchmark-evidence,1149,1,
finder_8dc5ccdd,8dc5ccdd,8dc5ccdd,benchmark-evidence,,benchmark-evidence,3522,2,
finder_5abb8535,5abb8535,5abb8535,benchmark-evidence,,benchmark-evidence,1972,1,
finder_c45e77c0,c45e77c0,c45e77c0,benchmark-evidence,,benchmark-evidence,672,1,
finder_9f8e8f35,9f8e8f35,9f8e8f35,benchmark-evidence,,benchmark-evidence,1547,1,
finder_e6ac4fc5,e6ac4fc5,e6ac4fc5,benchmark-evidence,,benchmark-evidence,1434,1,
finder_791f141c,791f141c,791f141c,benchmark-evidence,,benchmark-evidence,2284,1,
finder_2a06c02f,2a06c02f,2a06c02f,benchmark-evidence,,benchmark-evidence,1518,1,
finder_1966f01c,1966f01c,1966f01c,benchmark-evidence,,benchmark-evidence,1383,1,
finder_1eb3104c,1eb3104c,1eb3104c,benchmark-evidence,,benchmark-evidence,11309,6,
finder_01ee8a21,01ee8a21,01ee8a21,benchmark-evidence,,benchmark-evidence,1918,1,
finder_50d03c27,50d03c27,50d03c27,benchmark-evidence,,benchmark-evidence,1111,1,
finder_6d0d050a,6d0d050a,6d0d050a,benchmark-evidence,,benchmark-evidence,1108,1,
finder_59afad7f,59afad7f,59afad7f,benchmark-evidence,,benchmark-evidence,6509,3,
finder_410dd934,410dd934,410dd934,benchmark-evidence,,benchmark-evidence,1988,1,
finder_2d83b753,2d83b753,2d83b753,benchmark-evidence,,benchmark-evidence,2406,1,
finder_506e7d1e,506e7d1e,506e7d1e,benchmark-evidence,,benchmark-evidence,317,1,
finder_8b011879,8b011879,8b011879,benchmark-evidence,,benchmark-evidence,7745,4,
finder_d6a74250,d6a74250,d6a74250,benchmark-evidence,,benchmark-evidence,641,1,
finder_c1181243,c1181243,c1181243,benchmark-evidence,,benchmark-evidence,1512,1,
finder_32053df6,32053df6,32053df6,benchmark-evidence,,benchmark-evidence,767,1,
finder_56b4dba6,56b4dba6,56b4dba6,benchmark-evidence,,benchmark-evidence,2105,1,
finder_69a61d04,69a61d04,69a61d04,benchmark-evidence,,benchmark-evidence,5376,3,
finder_36ac5135,36ac5135,36ac5135,benchmark-evidence,,benchmark-evidence,4216,2,
finder_2ab745be,2ab745be,2ab745be,benchmark-evidence,,benchmark-evidence,2088,1,
finder_194a74cf,194a74cf,194a74cf,benchmark-evidence,,benchmark-evidence,953,1,
finder_30488fb6,30488fb6,30488fb6,benchmark-evidence,,benchmark-evidence,5346,3,
finder_c2c9297a,c2c9297a,c2c9297a,benchmark-evidence,,benchmark-evidence,1295,1,
finder_a3ff94bc,a3ff94bc,a3ff94bc,benchmark-evidence,,benchmark-evidence,249,1,
finder_e5e1270f,e5e1270f,e5e1270f,benchmark-evidence,,benchmark-evidence,1399,1,
finder_7f09e26f,7f09e26f,7f09e26f,benchmark-evidence,,benchmark-evidence,5415,3,
finder_3570670f,3570670f,3570670f,benchmark-evidence,,benchmark-evidence,4590,3,
finder_1152079d,1152079d,1152079d,benchmark-evidence,,benchmark-evidence,3708,2,
finder_921b936e,921b936e,921b936e,benchmark-evidence,,benchmark-evidence,466,1,
finder_ec597fb3,ec597fb3,ec597fb3,benchmark-evidence,,benchmark-evidence,10353,5,
finder_55ad59cc,55ad59cc,55ad59cc,benchmark-evidence,,benchmark-evidence,7868,4,
finder_a317e32e,a317e32e,a317e32e,benchmark-evidence,,benchmark-evidence,3470,2,
finder_dd2a0f6a,dd2a0f6a,dd2a0f6a,benchmark-evidence,,benchmark-evidence,2213,1,
finder_55574941,55574941,55574941,benchmark-evidence,,benchmark-evidence,2181,1,
finder_699a930e,699a930e,699a930e,benchmark-evidence,,benchmark-evidence,532,1,
finder_e602f695,e602f695,e602f695,benchmark-evidence,,benchmark-evidence,498,1,
finder_f4a0ae10,f4a0ae10,f4a0ae10,benchmark-evidence,,benchmark-evidence,4119,2,
finder_155aa4fb,155aa4fb,155aa4fb,benchmark-evidence,,benchmark-evidence,1942,1,
finder_f1664ecf,f1664ecf,f1664ecf,benchmark-evidence,,benchmark-evidence,12496,7,
finder_ff558733,ff558733,ff558733,benchmark-evidence,,benchmark-evidence,548,1,
finder_5ca6e368,5ca6e368,5ca6e368,benchmark-evidence,,benchmark-evidence,9491,5,
finder_6f2e146d,6f2e146d,6f2e146d,benchmark-evidence,,benchmark-evidence,2011,1,
finder_a1a01c6a,a1a01c6a,a1a01c6a,benchmark-evidence,,benchmark-evidence,4837,3,
finder_c18c0470,c18c0470,c18c0470,benchmark-evidence,,benchmark-evidence,1794,1,
finder_3264d4f6,3264d4f6,3264d4f6,benchmark-evidence,,benchmark-evidence,2988,2,
finder_8a8cd2e9,8a8cd2e9,8a8cd2e9,benchmark-evidence,,benchmark-evidence,1045,1,
finder_a5570725,a5570725,a5570725,benchmark-evidence,,benchmark-evidence,4883,3,
finder_5dbda5f6,5dbda5f6,5dbda5f6,benchmark-evidence,,benchmark-evidence,1187,1,
finder_140b702e,140b702e,140b702e,benchmark-evidence,,benchmark-evidence,483,1,
finder_15a1ab12,15a1ab12,15a1ab12,benchmark-evidence,,benchmark-evidence,1058,1,
finder_c294c04a,c294c04a,c294c04a,benchmark-evidence,,benchmark-evidence,4433,2,
finder_e711e3f6,e711e3f6,e711e3f6,benchmark-evidence,,benchmark-evidence,487,1,
finder_5ccc9ee6,5ccc9ee6,5ccc9ee6,benchmark-evidence,,benchmark-evidence,8916,5,
finder_4b8f222e,4b8f222e,4b8f222e,benchmark-evidence,,benchmark-evidence,1184,1,
finder_d1584245,d1584245,d1584245,benchmark-evidence,,benchmark-evidence,1597,1,
finder_de318d4a,de318d4a,de318d4a,benchmark-evidence,,benchmark-evidence,1833,1,
finder_6d5722ba,6d5722ba,6d5722ba,benchmark-evidence,,benchmark-evidence,1863,1,
finder_b5605364,b5605364,b5605364,benchmark-evidence,,benchmark-evidence,4209,2,
finder_18ea0563,18ea0563,18ea0563,benchmark-evidence,,benchmark-evidence,4888,2,
finder_c50e6c64,c50e6c64,c50e6c64,benchmark-evidence,,benchmark-evidence,32692,17,
finder_a7d429ad,a7d429ad,a7d429ad,benchmark-evidence,,benchmark-evidence,1344,1,
finder_f843c78b,f843c78b,f843c78b,benchmark-evidence,,benchmark-evidence,1241,1,
finder_98d378a5,98d378a5,98d378a5,benchmark-evidence,,benchmark-evidence,763,1,
finder_53fba9a5,53fba9a5,53fba9a5,benchmark-evidence,,benchmark-evidence,1473,1,
finder_2028c373,2028c373,2028c373,benchmark-evidence,,benchmark-evidence,628,1,
finder_7da78459,7da78459,7da78459,benchmark-evidence,,benchmark-evidence,1206,1,
finder_6ca1e3a4,6ca1e3a4,6ca1e3a4,benchmark-evidence,,benchmark-evidence,1069,1,
finder_08242e01,08242e01,08242e01,benchmark-evidence,,benchmark-evidence,1776,1,
finder_79f12ac5,79f12ac5,79f12ac5,benchmark-evidence,,benchmark-evidence,11425,6,
finder_1786ad44,1786ad44,1786ad44,benchmark-evidence,,benchmark-evidence,6583,3,
finder_878a866c,878a866c,878a866c,benchmark-evidence,,benchmark-evidence,3640,2,
finder_02651161,02651161,02651161,benchmark-evidence,,benchmark-evidence,1206,1,
finder_08ecfbe3,08ecfbe3,08ecfbe3,benchmark-evidence,,benchmark-evidence,2782,2,
finder_7ee512d8,7ee512d8,7ee512d8,benchmark-evidence,,benchmark-evidence,2913,2,
finder_8c7ba746,8c7ba746,8c7ba746,benchmark-evidence,,benchmark-evidence,3536,2,
finder_a532f431,a532f431,a532f431,benchmark-evidence,,benchmark-evidence,2019,1,
finder_d8a9b204,d8a9b204,d8a9b204,benchmark-evidence,,benchmark-evidence,1233,1,
finder_e6b63fd8,e6b63fd8,e6b63fd8,benchmark-evidence,,benchmark-evidence,4234,2,
finder_b2ea9d2a,b2ea9d2a,b2ea9d2a,benchmark-evidence,,benchmark-evidence,3279,2,
finder_7bfce0c3,7bfce0c3,7bfce0c3,benchmark-evidence,,benchmark-evidence,9111,5,
finder_325b41bf,325b41bf,325b41bf,benchmark-evidence,,benchmark-evidence,2137,1,
finder_329c18e6,329c18e6,329c18e6,benchmark-evidence,,benchmark-evidence,747,1,
finder_939c086f,939c086f,939c086f,benchmark-evidence,,benchmark-evidence,917,1,
finder_2777ae20,2777ae20,2777ae20,benchmark-evidence,,benchmark-evidence,5238,3,
finder_bc20b319,bc20b319,bc20b319,benchmark-evidence,,benchmark-evidence,10375,6,
finder_bcdb1074,bcdb1074,bcdb1074,benchmark-evidence,,benchmark-evidence,982,1,
finder_e96f2b64,e96f2b64,e96f2b64,benchmark-evidence,,benchmark-evidence,817,1,
finder_8dcba71a,8dcba71a,8dcba71a,benchmark-evidence,,benchmark-evidence,794,1,
finder_227a8b74,227a8b74,227a8b74,benchmark-evidence,,benchmark-evidence,961,1,
finder_113a2985,113a2985,113a2985,benchmark-evidence,,benchmark-evidence,1102,1,
finder_610cf53c,610cf53c,610cf53c,benchmark-evidence,,benchmark-evidence,3989,2,
finder_2a6c39b5,2a6c39b5,2a6c39b5,benchmark-evidence,,benchmark-evidence,2292,1,
finder_2a3cb823,2a3cb823,2a3cb823,benchmark-evidence,,benchmark-evidence,1758,1,
finder_1175ed6d,1175ed6d,1175ed6d,benchmark-evidence,,benchmark-evidence,1928,1,
finder_a5583b32,a5583b32,a5583b32,benchmark-evidence,,benchmark-evidence,3859,2,
finder_8f5abfaa,8f5abfaa,8f5abfaa,benchmark-evidence,,benchmark-evidence,1346,1,
finder_da7cafb0,da7cafb0,da7cafb0,benchmark-evidence,,benchmark-evidence,928,1,
finder_20a61525,20a61525,20a61525,benchmark-evidence,,benchmark-evidence,7537,4,
finder_2c82c639,2c82c639,2c82c639,benchmark-evidence,,benchmark-evidence,1180,1,
finder_420c6309,420c6309,420c6309,benchmark-evidence,,benchmark-evidence,752,1,
finder_eab0b335,eab0b335,eab0b335,benchmark-evidence,,benchmark-evidence,1946,1,
finder_a4285e41,a4285e41,a4285e41,benchmark-evidence,,benchmark-evidence,5764,3,
finder_49bfa732,49bfa732,49bfa732,benchmark-evidence,,benchmark-evidence,5564,3,
finder_37736ba6,37736ba6,37736ba6,benchmark-evidence,,benchmark-evidence,315,1,
finder_e40376d0,e40376d0,e40376d0,benchmark-evidence,,benchmark-evidence,670,1,
finder_5193c6af,5193c6af,5193c6af,benchmark-evidence,,benchmark-evidence,3838,2,
finder_dc4dc72e,dc4dc72e,dc4dc72e,benchmark-evidence,,benchmark-evidence,2925,2,
finder_4e7f5747,4e7f5747,4e7f5747,benchmark-evidence,,benchmark-evidence,2667,2,
finder_74aae358,74aae358,74aae358,benchmark-evidence,,benchmark-evidence,1854,1,
finder_52e21f57,52e21f57,52e21f57,benchmark-evidence,,benchmark-evidence,1155,1,
finder_6676a597,6676a597,6676a597,benchmark-evidence,,benchmark-evidence,1961,1,
finder_0a11d21c,0a11d21c,0a11d21c,benchmark-evidence,,benchmark-evidence,439,1,
finder_314bc5b6,314bc5b6,314bc5b6,benchmark-evidence,,benchmark-evidence,3761,2,
finder_f00d2a3d,f00d2a3d,f00d2a3d,benchmark-evidence,,benchmark-evidence,903,1,
finder_86a31e3a,86a31e3a,86a31e3a,benchmark-evidence,,benchmark-evidence,3374,2,
finder_1adeedf1,1adeedf1,1adeedf1,benchmark-evidence,,benchmark-evidence,1298,1,
finder_6aef0faa,6aef0faa,6aef0faa,benchmark-evidence,,benchmark-evidence,1289,1,
finder_58151280,58151280,58151280,benchmark-evidence,,benchmark-evidence,593,1,
finder_f57b5424,f57b5424,f57b5424,benchmark-evidence,,benchmark-evidence,993,1,
finder_a3715155,a3715155,a3715155,benchmark-evidence,,benchmark-evidence,605,1,
finder_303b76f5,303b76f5,303b76f5,benchmark-evidence,,benchmark-evidence,1046,1,
finder_a52e7b0e,a52e7b0e,a52e7b0e,benchmark-evidence,,benchmark-evidence,152,1,
finder_b5f2dc29,b5f2dc29,b5f2dc29,benchmark-evidence,,benchmark-evidence,1445,1,
finder_e64f288b,e64f288b,e64f288b,benchmark-evidence,,benchmark-evidence,3791,2,
finder_742601f0,742601f0,742601f0,benchmark-evidence,,benchmark-evidence,2095,1,
finder_42d7e4ad,42d7e4ad,42d7e4ad,benchmark-evidence,,benchmark-evidence,4630,3,
finder_548c85d5,548c85d5,548c85d5,benchmark-evidence,,benchmark-evidence,858,1,
finder_7e3accf3,7e3accf3,7e3accf3,benchmark-evidence,,benchmark-evidence,4588,3,
finder_783e529c,783e529c,783e529c,benchmark-evidence,,benchmark-evidence,1046,1,
finder_9ebe33b4,9ebe33b4,9ebe33b4,benchmark-evidence,,benchmark-evidence,368,1,
finder_a4de4db1,a4de4db1,a4de4db1,benchmark-evidence,,benchmark-evidence,718,1,
finder_cabfd197,cabfd197,cabfd197,benchmark-evidence,,benchmark-evidence,2005,1,
finder_5baaca1a,5baaca1a,5baaca1a,benchmark-evidence,,benchmark-evidence,1185,1,
finder_961eab03,961eab03,961eab03,benchmark-evidence,,benchmark-evidence,1032,1,
finder_ee61ec61,ee61ec61,ee61ec61,benchmark-evidence,,benchmark-evidence,4778,2,
finder_a5812466,a5812466,a5812466,benchmark-evidence,,benchmark-evidence,1158,1,
finder_b3dbcf17,b3dbcf17,b3dbcf17,benchmark-evidence,,benchmark-evidence,1457,1,
finder_df048b43,df048b43,df048b43,benchmark-evidence,,benchmark-evidence,962,1,
finder_380d6b0f,380d6b0f,380d6b0f,benchmark-evidence,,benchmark-evidence,6344,3,
finder_ef0930ec,ef0930ec,ef0930ec,benchmark-evidence,,benchmark-evidence,4223,2,
finder_4071ef0d,4071ef0d,4071ef0d,benchmark-evidence,,benchmark-evidence,844,1,
finder_ea35858f,ea35858f,ea35858f,benchmark-evidence,,benchmark-evidence,1830,1,
finder_d8e856d3,d8e856d3,d8e856d3,benchmark-evidence,,benchmark-evidence,1054,1,
finder_dd760470,dd760470,dd760470,benchmark-evidence,,benchmark-evidence,1622,1,
finder_d1e14207,d1e14207,d1e14207,benchmark-evidence,,benchmark-evidence,1209,1,
finder_65f007c7,65f007c7,65f007c7,benchmark-evidence,,benchmark-evidence,9287,5,
finder_aa8844f2,aa8844f2,aa8844f2,benchmark-evidence,,benchmark-evidence,5253,3,
finder_2e09fce1,2e09fce1,2e09fce1,benchmark-evidence,,benchmark-evidence,6340,4,
finder_cda3f039,cda3f039,cda3f039,benchmark-evidence,,benchmark-evidence,732,1,
finder_930c4b78,930c4b78,930c4b78,benchmark-evidence,,benchmark-evidence,7602,4,
finder_894ef2dc,894ef2dc,894ef2dc,benchmark-evidence,,benchmark-evidence,293,1,
finder_9122a742,9122a742,9122a742,benchmark-evidence,,benchmark-evidence,295,1,
finder_86580c44,86580c44,86580c44,benchmark-evidence,,benchmark-evidence,2362,1,
finder_e70c9940,e70c9940,e70c9940,benchmark-evidence,,benchmark-evidence,1175,1,
finder_0eef73a1,0eef73a1,0eef73a1,benchmark-evidence,,benchmark-evidence,1638,1,
finder_1eafed65,1eafed65,1eafed65,benchmark-evidence,,benchmark-evidence,1360,1,
finder_35f56e4d,35f56e4d,35f56e4d,benchmark-evidence,,benchmark-evidence,5601,3,
finder_1f468d38,1f468d38,1f468d38,benchmark-evidence,,benchmark-evidence,2918,2,
finder_429baa16,429baa16,429baa16,benchmark-evidence,,benchmark-evidence,1214,1,
finder_0b606743,0b606743,0b606743,benchmark-evidence,,benchmark-evidence,1011,1,
finder_e6cf1810,e6cf1810,e6cf1810,benchmark-evidence,,benchmark-evidence,3156,2,
finder_30ed7b54,30ed7b54,30ed7b54,benchmark-evidence,,benchmark-evidence,2811,2,
finder_9a41a152,9a41a152,9a41a152,benchmark-evidence,,benchmark-evidence,1557,1,
finder_3659990f,3659990f,3659990f,benchmark-evidence,,benchmark-evidence,458,1,
finder_a9a83309,a9a83309,a9a83309,benchmark-evidence,,benchmark-evidence,900,1,
finder_03f83848,03f83848,03f83848,benchmark-evidence,,benchmark-evidence,980,1,
finder_24e34c73,24e34c73,24e34c73,benchmark-evidence,,benchmark-evidence,1929,1,
finder_49ddee4d,49ddee4d,49ddee4d,benchmark-evidence,,benchmark-evidence,4000,2,
finder_5a9a0a83,5a9a0a83,5a9a0a83,benchmark-evidence,,benchmark-evidence,4243,2,
finder_959b2bb1,959b2bb1,959b2bb1,benchmark-evidence,,benchmark-evidence,3442,2,
finder_982bbdf9,982bbdf9,982bbdf9,benchmark-evidence,,benchmark-evidence,847,1,
finder_99642083,99642083,99642083,benchmark-evidence,,benchmark-evidence,6771,4,
finder_2f409436,2f409436,2f409436,benchmark-evidence,,benchmark-evidence,836,1,
